dataset	epsilon	mu	delta	time	flocks	tag
SJ25K60.csv	50	5	3	23.962	86	bfe
SJ25K60.csv	100	5	3	35.302	905	bfe
SJ25K60.csv	150	5	3	53.745	2900	bfe
SJ25K60.csv	200	5	3	80.018	7853	bfe
SJ25K60.csv	250	5	3	118.989	18326	bfe
SJ25K60.csv	300	5	3	178.674	35805	bfe
SJ25K60.csv	50	5	3	23.745	26	lcm
SJ25K60.csv	100	5	3	35.355	210	lcm
SJ25K60.csv	150	5	3	51.970	615	lcm
SJ25K60.csv	200	5	3	72.286	1537	lcm
SJ25K60.csv	250	5	3	94.915	3042	lcm
SJ25K60.csv	300	5	3	122.681	5466	lcm
